Name;New_Measure_31-07-2020;
Description;;
Measure-Intervall;00:00:10;
;;

Time SN:702643 (S30X):P1;SN:702643 (S30X):P1 bar;Time SN:702643 (S30X):P2;SN:702643 (S30X):P2 bar;Time SN:702643 (S30X):TOB1;SN:702643 (S30X):TOB1 °C;Time SN:702643 (S30X):TOB2;SN:702643 (S30X):TOB2 °C;Time SN:702643 (S30X):CH0;SN:702643 (S30X):CH0 bar;
7/31/2020 11:48:55 AM.024;11.158371;7/31/2020 11:48:55 AM.053;10.5366707;7/31/2020 11:48:55 AM.085;24.3457031;7/31/2020 11:48:55 AM.117;24.40625;7/31/2020 11:48:55 AM.149;0.6248817;
7/31/2020 11:49:05 AM.024;11.1710091;7/31/2020 11:49:05 AM.049;10.5357933;7/31/2020 11:49:05 AM.080;24.3652344;7/31/2020 11:49:05 AM.112;24.390625;7/31/2020 11:49:05 AM.144;0.6348953;
7/31/2020 11:49:15 AM.024;11.1775932;7/31/2020 11:49:15 AM.059;10.5362587;7/31/2020 11:49:15 AM.092;24.4047852;7/31/2020 11:49:15 AM.123;24.40625;7/31/2020 11:49:15 AM.156;0.6253662;
7/31/2020 11:49:25 AM.024;11.1698418;7/31/2020 11:49:25 AM.055;10.5362663;7/31/2020 11:49:25 AM.100;24.4047852;7/31/2020 11:49:25 AM.122;24.40625;7/31/2020 11:49:25 AM.153;0.6126328;
7/31/2020 11:49:35 AM.024;11.1683464;7/31/2020 11:49:35 AM.053;10.5382996;7/31/2020 11:49:35 AM.084;24.4047852;7/31/2020 11:49:35 AM.116;24.421875;7/31/2020 11:49:35 AM.148;0.6244545;
7/31/2020 11:49:45 AM.024;11.1688118;7/31/2020 11:49:45 AM.049;10.5364761;7/31/2020 11:49:45 AM.080;24.3652344;7/31/2020 11:49:45 AM.112;24.421875;7/31/2020 11:49:45 AM.144;0.6411781;
7/31/2020 11:49:55 AM.025;11.1641235;7/31/2020 11:49:55 AM.059;10.5320244;7/31/2020 11:49:55 AM.092;24.3857422;7/31/2020 11:49:55 AM.124;24.453125;7/31/2020 11:49:55 AM.156;0.639019;
7/31/2020 11:50:05 AM.024;11.158596;7/31/2020 11:50:05 AM.055;10.5342827;7/31/2020 11:50:05 AM.087;24.3652344;7/31/2020 11:50:05 AM.119;24.453125;7/31/2020 11:50:05 AM.151;0.6274109;
7/31/2020 11:50:15 AM.025;11.1404915;7/31/2020 11:50:15 AM.051;10.5356789;7/31/2020 11:50:15 AM.083;24.425293;7/31/2020 11:50:15 AM.114;24.453125;7/31/2020 11:50:15 AM.146;0.609581;
7/31/2020 11:50:25 AM.025;11.143322;7/31/2020 11:50:25 AM.047;10.5370979;7/31/2020 11:50:25 AM.081;24.425293;7/31/2020 11:50:25 AM.113;24.40625;7/31/2020 11:50:25 AM.146;0.6045609;
7/31/2020 11:50:35 AM.026;11.1440926;7/31/2020 11:50:35 AM.060;10.5337868;7/31/2020 11:50:35 AM.092;24.4047852;7/31/2020 11:50:35 AM.124;24.453125;7/31/2020 11:50:35 AM.156;0.6020737;
7/31/2020 11:50:45 AM.026;11.1237526;7/31/2020 11:50:45 AM.055;10.5365601;7/31/2020 11:50:45 AM.090;24.4047852;7/31/2020 11:50:45 AM.122;24.421875;7/31/2020 11:50:45 AM.154;0.5953178;
7/31/2020 11:50:55 AM.026;11.122303;7/31/2020 11:50:55 AM.054;10.5330238;7/31/2020 11:50:55 AM.086;24.4047852;7/31/2020 11:50:55 AM.118;24.453125;7/31/2020 11:50:55 AM.150;0.597702;
7/31/2020 11:51:05 AM.026;11.113903;7/31/2020 11:51:05 AM.050;10.5334587;7/31/2020 11:51:05 AM.081;24.425293;7/31/2020 11:51:05 AM.113;24.453125;7/31/2020 11:51:05 AM.145;0.5939713;
7/31/2020 11:51:15 AM.027;11.1226997;7/31/2020 11:51:15 AM.061;10.5335655;7/31/2020 11:51:15 AM.093;24.4047852;7/31/2020 11:51:15 AM.125;24.453125;7/31/2020 11:51:15 AM.157;0.5937424;
7/31/2020 11:51:25 AM.027;11.1315575;7/31/2020 11:51:25 AM.060;10.5340385;7/31/2020 11:51:25 AM.092;24.425293;7/31/2020 11:51:25 AM.124;24.453125;7/31/2020 11:51:25 AM.156;0.5909271;
7/31/2020 11:51:35 AM.028;11.1258965;7/31/2020 11:51:35 AM.056;10.5343704;7/31/2020 11:51:35 AM.088;24.4047852;7/31/2020 11:51:35 AM.119;24.421875;7/31/2020 11:51:35 AM.152;0.5753746;
7/31/2020 11:51:45 AM.028;11.1215897;7/31/2020 11:51:45 AM.052;10.534523;7/31/2020 11:51:45 AM.083;24.3857422;7/31/2020 11:51:45 AM.115;24.421875;7/31/2020 11:51:45 AM.147;0.5756378;
7/31/2020 11:51:55 AM.028;11.1174202;7/31/2020 11:51:55 AM.063;10.5327034;7/31/2020 11:51:55 AM.095;24.425293;7/31/2020 11:51:55 AM.127;24.453125;7/31/2020 11:51:55 AM.159;0.5876312;
7/31/2020 11:52:05 AM.028;11.1235695;7/31/2020 11:52:05 AM.058;10.5304871;7/31/2020 11:52:05 AM.090;24.4047852;7/31/2020 11:52:05 AM.122;24.46875;7/31/2020 11:52:05 AM.154;0.5948448;
7/31/2020 11:52:15 AM.028;11.1065788;7/31/2020 11:52:15 AM.054;10.5315018;7/31/2020 11:52:15 AM.085;24.425293;7/31/2020 11:52:15 AM.118;24.46875;7/31/2020 11:52:15 AM.150;0.5827065;
7/31/2020 11:52:25 AM.028;11.0962105;7/31/2020 11:52:25 AM.065;10.5326309;7/31/2020 11:52:25 AM.097;24.425293;7/31/2020 11:52:25 AM.129;24.46875;7/31/2020 11:52:25 AM.161;0.5704765;
7/31/2020 11:52:35 AM.029;11.1081505;7/31/2020 11:52:35 AM.061;10.5345612;7/31/2020 11:52:35 AM.092;24.425293;7/31/2020 11:52:35 AM.124;24.46875;7/31/2020 11:52:35 AM.156;0.5810661;
7/31/2020 11:52:45 AM.029;11.115551;7/31/2020 11:52:45 AM.056;10.5293388;7/31/2020 11:52:45 AM.088;24.4047852;7/31/2020 11:52:45 AM.120;24.4882812;7/31/2020 11:52:45 AM.152;0.5769272;
7/31/2020 11:52:55 AM.029;11.0935593;7/31/2020 11:52:55 AM.052;10.5321159;7/31/2020 11:52:55 AM.084;24.4448242;7/31/2020 11:52:55 AM.115;24.453125;7/31/2020 11:52:55 AM.147;0.5536461;
7/31/2020 11:53:05 AM.029;11.0789833;7/31/2020 11:53:05 AM.062;10.5312538;7/31/2020 11:53:05 AM.094;24.4638672;7/31/2020 11:53:05 AM.126;24.4882812;7/31/2020 11:53:05 AM.158;0.5621948;
7/31/2020 11:53:15 AM.029;11.0886765;7/31/2020 11:53:15 AM.059;10.5313797;7/31/2020 11:53:15 AM.090;24.4448242;7/31/2020 11:53:15 AM.122;24.46875;7/31/2020 11:53:15 AM.154;0.5691833;
7/31/2020 11:53:25 AM.028;11.0858955;7/31/2020 11:53:25 AM.054;10.5332718;7/31/2020 11:53:25 AM.086;24.4047852;7/31/2020 11:53:25 AM.118;24.46875;7/31/2020 11:53:25 AM.150;0.5615959;
7/31/2020 11:53:35 AM.029;11.0835533;7/31/2020 11:53:35 AM.065;10.5326462;7/31/2020 11:53:35 AM.097;24.4638672;7/31/2020 11:53:35 AM.129;24.46875;7/31/2020 11:53:35 AM.161;0.5470314;
7/31/2020 11:53:45 AM.028;11.0865936;7/31/2020 11:53:45 AM.061;10.5338593;7/31/2020 11:53:45 AM.093;24.4448242;7/31/2020 11:53:45 AM.124;24.46875;7/31/2020 11:53:45 AM.156;0.5493011;
7/31/2020 11:53:55 AM.028;11.0941696;7/31/2020 11:53:55 AM.057;10.5322952;7/31/2020 11:53:55 AM.088;24.4448242;7/31/2020 11:53:55 AM.120;24.46875;7/31/2020 11:53:55 AM.152;0.5482254;
7/31/2020 11:54:05 AM.028;11.0940094;7/31/2020 11:54:05 AM.052;10.5303078;7/31/2020 11:54:05 AM.084;24.4448242;7/31/2020 11:54:05 AM.116;24.4882812;7/31/2020 11:54:05 AM.148;0.5549278;
7/31/2020 11:54:15 AM.028;11.0819397;7/31/2020 11:54:15 AM.063;10.5302048;7/31/2020 11:54:15 AM.095;24.4448242;7/31/2020 11:54:15 AM.127;24.46875;7/31/2020 11:54:15 AM.159;0.5539398;
7/31/2020 11:54:25 AM.028;11.0760307;7/31/2020 11:54:25 AM.059;10.5342178;7/31/2020 11:54:25 AM.090;24.425293;7/31/2020 11:54:25 AM.122;24.46875;7/31/2020 11:54:25 AM.154;0.5536766;
7/31/2020 11:54:35 AM.028;11.0759315;7/31/2020 11:54:35 AM.054;10.5302162;7/31/2020 11:54:35 AM.086;24.4638672;7/31/2020 11:54:35 AM.117;24.5039062;7/31/2020 11:54:35 AM.150;0.5538177;
7/31/2020 11:54:45 AM.028;11.0774345;7/31/2020 11:54:45 AM.065;10.5308189;7/31/2020 11:54:45 AM.097;24.4638672;7/31/2020 11:54:45 AM.129;24.4882812;7/31/2020 11:54:45 AM.161;0.5471954;
7/31/2020 11:54:55 AM.028;11.0743141;7/31/2020 11:54:55 AM.060;10.5272331;7/31/2020 11:54:55 AM.092;24.4638672;7/31/2020 11:54:55 AM.124;24.53125;7/31/2020 11:54:55 AM.156;0.546402;
7/31/2020 11:55:05 AM.027;11.0698662;7/31/2020 11:55:05 AM.057;10.5307045;7/31/2020 11:55:05 AM.088;24.425293;7/31/2020 11:55:05 AM.120;24.5039062;7/31/2020 11:55:05 AM.152;0.5306931;
7/31/2020 11:55:15 AM.028;11.0689163;7/31/2020 11:55:15 AM.060;10.5307426;7/31/2020 11:55:15 AM.092;24.4448242;7/31/2020 11:55:15 AM.124;24.4882812;7/31/2020 11:55:15 AM.156;0.5371208;
7/31/2020 11:55:25 AM.028;11.0627098;7/31/2020 11:55:25 AM.056;10.530407;7/31/2020 11:55:25 AM.087;24.425293;7/31/2020 11:55:25 AM.119;24.53125;7/31/2020 11:55:25 AM.151;0.5451889;
7/31/2020 11:55:35 AM.027;11.058651;7/31/2020 11:55:35 AM.051;10.5306664;7/31/2020 11:55:35 AM.082;24.4638672;7/31/2020 11:55:35 AM.114;24.4882812;7/31/2020 11:55:35 AM.146;0.5382309;
7/31/2020 11:55:45 AM.028;11.0554428;7/31/2020 11:55:45 AM.062;10.5308342;7/31/2020 11:55:45 AM.094;24.484375;7/31/2020 11:55:45 AM.126;24.4882812;7/31/2020 11:55:45 AM.158;0.5257301;
7/31/2020 11:55:55 AM.029;11.0620422;7/31/2020 11:55:55 AM.058;10.5299873;7/31/2020 11:55:55 AM.089;24.484375;7/31/2020 11:55:55 AM.121;24.53125;7/31/2020 11:55:55 AM.153;0.526371;
7/31/2020 11:56:05 AM.028;11.0684013;7/31/2020 11:56:05 AM.053;10.5295448;7/31/2020 11:56:05 AM.085;24.4638672;7/31/2020 11:56:05 AM.117;24.5039062;7/31/2020 11:56:05 AM.149;0.5297852;
7/31/2020 11:56:15 AM.028;11.0706329;7/31/2020 11:56:15 AM.064;10.5323753;7/31/2020 11:56:15 AM.096;24.484375;7/31/2020 11:56:15 AM.128;24.5039062;7/31/2020 11:56:15 AM.160;0.5229225;
7/31/2020 11:56:25 AM.028;11.0592003;7/31/2020 11:56:25 AM.060;10.531765;7/31/2020 11:56:25 AM.092;24.4638672;7/31/2020 11:56:25 AM.124;24.4882812;7/31/2020 11:56:25 AM.155;0.5195084;
7/31/2020 11:56:35 AM.028;11.0480499;7/31/2020 11:56:35 AM.056;10.528965;7/31/2020 11:56:35 AM.087;24.484375;7/31/2020 11:56:35 AM.119;24.53125;7/31/2020 11:56:35 AM.151;0.5239296;
7/31/2020 11:56:45 AM.027;11.0569229;7/31/2020 11:56:45 AM.052;10.5311165;7/31/2020 11:56:45 AM.083;24.484375;7/31/2020 11:56:45 AM.115;24.5039062;7/31/2020 11:56:45 AM.146;0.5379753;
7/31/2020 11:56:55 AM.027;11.0573502;7/31/2020 11:56:55 AM.062;10.5267982;7/31/2020 11:56:55 AM.094;24.5039062;7/31/2020 11:56:55 AM.126;24.53125;7/31/2020 11:56:55 AM.158;0.5346184;
7/31/2020 11:57:05 AM.027;11.0439911;7/31/2020 11:57:05 AM.058;10.5297127;7/31/2020 11:57:05 AM.090;24.5039062;7/31/2020 11:57:05 AM.122;24.5039062;7/31/2020 11:57:05 AM.154;0.5129204;
7/31/2020 11:57:15 AM.027;11.0446701;7/31/2020 11:57:15 AM.054;10.5305138;7/31/2020 11:57:15 AM.085;24.5039062;7/31/2020 11:57:15 AM.117;24.5078125;7/31/2020 11:57:15 AM.149;0.512043;
7/31/2020 11:57:25 AM.028;11.0535507;7/31/2020 11:57:25 AM.064;10.5279045;7/31/2020 11:57:25 AM.097;24.484375;7/31/2020 11:57:25 AM.129;24.53125;7/31/2020 11:57:25 AM.161;0.5203438;
7/31/2020 11:57:35 AM.027;11.0447388;7/31/2020 11:57:35 AM.060;10.5319786;7/31/2020 11:57:35 AM.092;24.5039062;7/31/2020 11:57:35 AM.124;24.4882812;7/31/2020 11:57:35 AM.156;0.514843;
7/31/2020 11:57:45 AM.027;11.0236588;7/31/2020 11:57:45 AM.056;10.5242386;7/31/2020 11:57:45 AM.088;24.5039062;7/31/2020 11:57:45 AM.126;24.5507812;7/31/2020 11:57:45 AM.152;0.5132751;
7/31/2020 11:57:55 AM.027;11.030426;7/31/2020 11:57:55 AM.052;10.5283394;7/31/2020 11:57:55 AM.083;24.484375;7/31/2020 11:57:55 AM.115;24.5039062;7/31/2020 11:57:55 AM.147;0.5152397;
7/31/2020 11:58:05 AM.028;11.0458679;7/31/2020 11:58:05 AM.063;10.5287819;7/31/2020 11:58:05 AM.095;24.484375;7/31/2020 11:58:05 AM.127;24.53125;7/31/2020 11:58:05 AM.159;0.5102119;
7/31/2020 11:58:15 AM.028;11.0420341;7/31/2020 11:58:15 AM.058;10.5270233;7/31/2020 11:58:15 AM.090;24.5234375;7/31/2020 11:58:15 AM.122;24.5507812;7/31/2020 11:58:15 AM.154;0.501873;
7/31/2020 11:58:25 AM.028;11.040741;7/31/2020 11:58:25 AM.054;10.5286751;7/31/2020 11:58:25 AM.086;24.5039062;7/31/2020 11:58:25 AM.118;24.53125;7/31/2020 11:58:25 AM.150;0.5029411;
7/31/2020 11:58:35 AM.029;11.0421906;7/31/2020 11:58:35 AM.065;10.5265541;7/31/2020 11:58:35 AM.097;24.484375;7/31/2020 11:58:35 AM.129;24.5742188;7/31/2020 11:58:35 AM.161;0.5096779;
7/31/2020 11:58:45 AM.029;11.0446548;7/31/2020 11:58:45 AM.061;10.5264702;7/31/2020 11:58:45 AM.093;24.5039062;7/31/2020 11:58:45 AM.125;24.5742188;7/31/2020 11:58:45 AM.157;0.516819;
7/31/2020 11:58:55 AM.030;11.0414352;7/31/2020 11:58:55 AM.057;10.5282402;7/31/2020 11:58:55 AM.089;24.484375;7/31/2020 11:58:55 AM.120;24.5742188;7/31/2020 11:58:55 AM.154;0.5197105;
7/31/2020 11:59:05 AM.030;11.0360107;7/31/2020 11:59:05 AM.067;10.5275955;7/31/2020 11:59:05 AM.100;24.5039062;7/31/2020 11:59:05 AM.132;24.5507812;7/31/2020 11:59:05 AM.164;0.5173264;
7/31/2020 11:59:15 AM.031;11.0336609;7/31/2020 11:59:15 AM.063;10.5267944;7/31/2020 11:59:15 AM.095;24.5629883;7/31/2020 11:59:15 AM.127;24.5507812;7/31/2020 11:59:15 AM.159;0.5095367;
7/31/2020 11:59:25 AM.030;11.0416298;7/31/2020 11:59:25 AM.059;10.5275917;7/31/2020 11:59:25 AM.091;24.5439453;7/31/2020 11:59:25 AM.123;24.5742188;7/31/2020 11:59:25 AM.155;0.5105743;
7/31/2020 11:59:35 AM.031;11.0369606;7/31/2020 11:59:35 AM.055;10.5256767;7/31/2020 11:59:35 AM.087;24.5439453;7/31/2020 11:59:35 AM.118;24.5742188;7/31/2020 11:59:35 AM.150;0.5076141;
7/31/2020 11:59:45 AM.030;11.0275993;7/31/2020 11:59:45 AM.066;10.5250473;7/31/2020 11:59:45 AM.098;24.5830078;7/31/2020 11:59:45 AM.130;24.5898438;7/31/2020 11:59:45 AM.162;0.5032463;
7/31/2020 11:59:55 AM.031;11.0202217;7/31/2020 11:59:55 AM.061;10.5269737;7/31/2020 11:59:55 AM.093;24.5439453;7/31/2020 11:59:55 AM.125;24.5742188;7/31/2020 11:59:55 AM.157;0.5029984;
7/31/2020 12:00:05 PM.031;11.0223312;7/31/2020 12:00:05 PM.057;10.5250435;7/31/2020 12:00:05 PM.089;24.5629883;7/31/2020 12:00:05 PM.121;24.5742188;7/31/2020 12:00:05 PM.153;0.515789;
7/31/2020 12:00:15 PM.031;11.0286636;7/31/2020 12:00:15 PM.053;10.525425;7/31/2020 12:00:15 PM.084;24.5629883;7/31/2020 12:00:15 PM.116;24.5742188;7/31/2020 12:00:15 PM.148;0.5106621;
7/31/2020 12:00:25 PM.031;11.0309067;7/31/2020 12:00:25 PM.064;10.5277405;7/31/2020 12:00:25 PM.096;24.5629883;7/31/2020 12:00:25 PM.128;24.5507812;7/31/2020 12:00:25 PM.160;0.4922562;
7/31/2020 12:00:35 PM.032;11.0354729;7/31/2020 12:00:35 PM.060;10.5288544;7/31/2020 12:00:35 PM.091;24.5439453;7/31/2020 12:00:35 PM.123;24.5507812;7/31/2020 12:00:35 PM.155;0.4868126;
7/31/2020 12:00:45 PM.031;11.0306816;7/31/2020 12:00:45 PM.055;10.5235672;7/31/2020 12:00:45 PM.086;24.5830078;7/31/2020 12:00:45 PM.119;24.5898438;7/31/2020 12:00:45 PM.151;0.4952049;
7/31/2020 12:00:55 PM.031;11.0424805;7/31/2020 12:00:55 PM.054;10.5252838;7/31/2020 12:00:55 PM.085;24.5629883;7/31/2020 12:00:55 PM.122;24.5898438;7/31/2020 12:00:55 PM.149;0.5107117;
7/31/2020 12:01:05 PM.030;11.0240898;7/31/2020 12:01:05 PM.064;10.5253105;7/31/2020 12:01:05 PM.097;24.5830078;7/31/2020 12:01:05 PM.128;24.5742188;7/31/2020 12:01:05 PM.161;0.493721;
7/31/2020 12:01:15 PM.030;11.0118294;7/31/2020 12:01:15 PM.061;10.5281944;7/31/2020 12:01:15 PM.092;24.5439453;7/31/2020 12:01:15 PM.124;24.5742188;7/31/2020 12:01:15 PM.156;0.4926987;
7/31/2020 12:01:25 PM.029;11.0171471;7/31/2020 12:01:25 PM.056;10.5246544;7/31/2020 12:01:25 PM.088;24.5439453;7/31/2020 12:01:25 PM.120;24.5742188;7/31/2020 12:01:25 PM.152;0.5040741;
7/31/2020 12:01:35 PM.030;11.019104;7/31/2020 12:01:35 PM.052;10.5242729;7/31/2020 12:01:35 PM.083;24.5629883;7/31/2020 12:01:35 PM.115;24.6054688;7/31/2020 12:01:35 PM.147;0.4946404;
7/31/2020 12:01:45 PM.030;11.0271225;7/31/2020 12:01:45 PM.063;10.5244408;7/31/2020 12:01:45 PM.094;24.5629883;7/31/2020 12:01:45 PM.127;24.6054688;7/31/2020 12:01:45 PM.159;0.4986076;
7/31/2020 12:01:55 PM.030;11.0148239;7/31/2020 12:01:55 PM.059;10.5253677;7/31/2020 12:01:55 PM.090;24.5629883;7/31/2020 12:01:55 PM.122;24.5898438;7/31/2020 12:01:55 PM.154;0.493721;
7/31/2020 12:02:05 PM.030;10.998497;7/31/2020 12:02:05 PM.054;10.5260658;7/31/2020 12:02:05 PM.085;24.5629883;7/31/2020 12:02:05 PM.117;24.6054688;7/31/2020 12:02:05 PM.150;0.4762459;
7/31/2020 12:02:15 PM.030;10.9528847;7/31/2020 12:02:15 PM.065;10.5246964;7/31/2020 12:02:15 PM.097;24.5830078;7/31/2020 12:02:15 PM.129;24.5898438;7/31/2020 12:02:15 PM.161;0.437603;
7/31/2020 12:02:25 PM.031;10.9317932;7/31/2020 12:02:25 PM.061;10.5251389;7/31/2020 12:02:25 PM.093;24.5629883;7/31/2020 12:02:25 PM.125;24.5898438;7/31/2020 12:02:25 PM.157;0.4210815;
7/31/2020 12:02:35 PM.031;10.9114647;7/31/2020 12:02:35 PM.057;10.5232887;7/31/2020 12:02:35 PM.088;24.5825195;7/31/2020 12:02:35 PM.120;24.6054688;7/31/2020 12:02:35 PM.152;0.3899612;
7/31/2020 12:02:45 PM.032;10.9101753;7/31/2020 12:02:45 PM.067;10.526886;7/31/2020 12:02:45 PM.099;24.5825195;7/31/2020 12:02:45 PM.131;24.5898438;7/31/2020 12:02:45 PM.164;0.3739891;
7/31/2020 12:02:55 PM.032;10.9061623;7/31/2020 12:02:55 PM.063;10.523365;7/31/2020 12:02:55 PM.100;24.5825195;7/31/2020 12:02:55 PM.127;24.6054688;7/31/2020 12:02:55 PM.159;0.3601837;
7/31/2020 12:03:05 PM.033;10.8989868;7/31/2020 12:03:05 PM.059;10.5242271;7/31/2020 12:03:05 PM.091;24.5634766;7/31/2020 12:03:05 PM.122;24.6054688;7/31/2020 12:03:05 PM.154;0.3693886;
7/31/2020 12:03:15 PM.033;10.8872948;7/31/2020 12:03:15 PM.054;10.5225716;7/31/2020 12:03:15 PM.086;24.6025391;7/31/2020 12:03:15 PM.117;24.6054688;7/31/2020 12:03:15 PM.150;0.3661499;
7/31/2020 12:03:25 PM.033;10.8867989;7/31/2020 12:03:25 PM.065;10.5246277;7/31/2020 12:03:25 PM.097;24.5825195;7/31/2020 12:03:25 PM.129;24.5898438;7/31/2020 12:03:25 PM.161;0.3650398;
7/31/2020 12:03:35 PM.032;10.8799629;7/31/2020 12:03:35 PM.061;10.5218964;7/31/2020 12:03:35 PM.093;24.5825195;7/31/2020 12:03:35 PM.125;24.5898438;7/31/2020 12:03:35 PM.157;0.3687325;
7/31/2020 12:03:45 PM.033;10.8815575;7/31/2020 12:03:45 PM.065;10.523037;7/31/2020 12:03:45 PM.097;24.5825195;7/31/2020 12:03:45 PM.129;24.6367188;7/31/2020 12:03:45 PM.161;0.3664474;
7/31/2020 12:03:55 PM.032;10.8796654;7/31/2020 12:03:55 PM.061;10.5243492;7/31/2020 12:03:55 PM.092;24.6025391;7/31/2020 12:03:55 PM.124;24.6054688;7/31/2020 12:03:55 PM.157;0.3500061;
7/31/2020 12:04:05 PM.032;10.8762627;7/31/2020 12:04:05 PM.056;10.5218544;7/31/2020 12:04:05 PM.088;24.6025391;7/31/2020 12:04:05 PM.120;24.6328125;7/31/2020 12:04:05 PM.152;0.3479462;
7/31/2020 12:04:15 PM.033;10.8738365;7/31/2020 12:04:15 PM.067;10.5236473;7/31/2020 12:04:15 PM.099;24.5825195;7/31/2020 12:04:15 PM.131;24.6054688;7/31/2020 12:04:15 PM.163;0.3527832;
7/31/2020 12:04:25 PM.033;10.8716698;7/31/2020 12:04:25 PM.063;10.5186157;7/31/2020 12:04:25 PM.095;24.6025391;7/31/2020 12:04:25 PM.127;24.6679688;7/31/2020 12:04:25 PM.159;0.3571358;
7/31/2020 12:04:35 PM.033;10.8579674;7/31/2020 12:04:35 PM.059;10.5204697;7/31/2020 12:04:35 PM.090;24.5825195;7/31/2020 12:04:35 PM.122;24.6523438;7/31/2020 12:04:35 PM.154;0.3489876;
7/31/2020 12:04:45 PM.032;10.8517151;7/31/2020 12:04:45 PM.069;10.5233574;7/31/2020 12:04:45 PM.101;24.6220703;7/31/2020 12:04:45 PM.134;24.6367188;7/31/2020 12:04:45 PM.165;0.3429832;
7/31/2020 12:04:55 PM.032;10.8686371;7/31/2020 12:04:55 PM.065;10.5237885;7/31/2020 12:04:55 PM.107;24.6220703;7/31/2020 12:04:55 PM.130;24.6523438;7/31/2020 12:04:55 PM.161;0.3476944;
7/31/2020 12:05:05 PM.031;10.8769646;7/31/2020 12:05:05 PM.060;10.5203247;7/31/2020 12:05:05 PM.092;24.6025391;7/31/2020 12:05:05 PM.124;24.6523438;7/31/2020 12:05:05 PM.156;0.3350716;
7/31/2020 12:05:15 PM.031;10.8706894;7/31/2020 12:05:15 PM.057;10.5217819;7/31/2020 12:05:15 PM.088;24.6220703;7/31/2020 12:05:15 PM.120;24.6523438;7/31/2020 12:05:15 PM.152;0.3290253;
7/31/2020 12:05:25 PM.030;10.862606;7/31/2020 12:05:25 PM.052;10.5231972;7/31/2020 12:05:25 PM.083;24.6025391;7/31/2020 12:05:25 PM.115;24.6054688;7/31/2020 12:05:25 PM.147;0.3405457;
7/31/2020 12:05:35 PM.029;10.8737411;7/31/2020 12:05:35 PM.063;10.5245323;7/31/2020 12:05:35 PM.095;24.6220703;7/31/2020 12:05:35 PM.127;24.6367188;7/31/2020 12:05:35 PM.159;0.3526115;
7/31/2020 12:05:45 PM.029;10.8647766;7/31/2020 12:05:45 PM.059;10.5209961;7/31/2020 12:05:45 PM.090;24.6220703;7/31/2020 12:05:45 PM.122;24.6523438;7/31/2020 12:05:45 PM.154;0.3504105;
7/31/2020 12:05:55 PM.029;10.8508453;7/31/2020 12:05:55 PM.054;10.5220261;7/31/2020 12:05:55 PM.085;24.6220703;7/31/2020 12:05:55 PM.118;24.6523438;7/31/2020 12:05:55 PM.150;0.3379822;
7/31/2020 12:06:05 PM.029;10.8600502;7/31/2020 12:06:05 PM.050;10.5198975;7/31/2020 12:06:05 PM.081;24.6025391;7/31/2020 12:06:05 PM.113;24.6523438;7/31/2020 12:06:05 PM.145;0.3468132;
7/31/2020 12:06:15 PM.029;10.8771553;7/31/2020 12:06:15 PM.061;10.5219536;7/31/2020 12:06:15 PM.093;24.6025391;7/31/2020 12:06:15 PM.125;24.6367188;7/31/2020 12:06:15 PM.156;0.3500977;
7/31/2020 12:06:25 PM.029;10.8649063;7/31/2020 12:06:25 PM.057;10.5237274;7/31/2020 12:06:25 PM.088;24.6425781;7/31/2020 12:06:25 PM.120;24.6679688;7/31/2020 12:06:25 PM.152;0.3312988;
7/31/2020 12:06:35 PM.029;10.8539276;7/31/2020 12:06:35 PM.063;10.5217819;7/31/2020 12:06:35 PM.096;24.6220703;7/31/2020 12:06:35 PM.128;24.6523438;7/31/2020 12:06:35 PM.160;0.3405304;
7/31/2020 12:06:45 PM.029;10.8541946;7/31/2020 12:06:45 PM.063;10.5207596;7/31/2020 12:06:45 PM.095;24.6425781;7/31/2020 12:06:45 PM.127;24.6679688;7/31/2020 12:06:45 PM.159;0.3450775;
7/31/2020 12:06:55 PM.029;10.8457909;7/31/2020 12:06:55 PM.059;10.5223694;7/31/2020 12:06:55 PM.090;24.6621094;7/31/2020 12:06:55 PM.123;24.6523438;7/31/2020 12:06:55 PM.155;0.3376122;
7/31/2020 12:07:05 PM.030;10.857666;7/31/2020 12:07:05 PM.055;10.5216446;7/31/2020 12:07:05 PM.086;24.6220703;7/31/2020 12:07:05 PM.118;24.6523438;7/31/2020 12:07:05 PM.150;0.3375473;
7/31/2020 12:07:15 PM.030;10.8649597;7/31/2020 12:07:15 PM.065;10.5183907;7/31/2020 12:07:15 PM.097;24.6220703;7/31/2020 12:07:15 PM.130;24.6914062;7/31/2020 12:07:15 PM.161;0.3395882;
7/31/2020 12:07:25 PM.030;10.8630905;7/31/2020 12:07:25 PM.061;10.5231705;7/31/2020 12:07:25 PM.093;24.6425781;7/31/2020 12:07:25 PM.125;24.6523438;7/31/2020 12:07:25 PM.157;0.324646;
7/31/2020 12:07:35 PM.030;10.8644562;7/31/2020 12:07:35 PM.057;10.5233612;7/31/2020 12:07:35 PM.089;24.6425781;7/31/2020 12:07:35 PM.121;24.6679688;7/31/2020 12:07:35 PM.152;0.3239288;
7/31/2020 12:07:45 PM.030;10.8653717;7/31/2020 12:07:45 PM.053;10.5197945;7/31/2020 12:07:45 PM.084;24.6220703;7/31/2020 12:07:45 PM.116;24.6914062;7/31/2020 12:07:45 PM.148;0.3461189;
