Name;New_Measure_31-07-2020;
Description;;
Measure-Intervall;00:00:10;
;;

Time SN:702643 (S30X):P1;SN:702643 (S30X):P1 bar;Time SN:702643 (S30X):P2;SN:702643 (S30X):P2 bar;Time SN:702643 (S30X):TOB1;SN:702643 (S30X):TOB1 °C;Time SN:702643 (S30X):TOB2;SN:702643 (S30X):TOB2 °C;Time SN:702643 (S30X):CH0;SN:702643 (S30X):CH0 bar;
7/31/2020 9:58:44 AM.975;13.9459724;7/31/2020 9:58:45 AM.003;10.7210045;7/31/2020 9:58:45 AM.035;23.2353516;7/31/2020 9:58:45 AM.067;23.265625;7/31/2020 9:58:45 AM.099;3.234436;
7/31/2020 9:58:54 AM.976;13.9565201;7/31/2020 9:58:54 AM.999;10.7182655;7/31/2020 9:58:55 AM.030;23.2548828;7/31/2020 9:58:55 AM.062;23.2851562;7/31/2020 9:58:55 AM.094;3.2363701;
7/31/2020 9:59:04 AM.976;13.9504509;7/31/2020 9:59:05 AM.010;10.7176476;7/31/2020 9:59:05 AM.051;23.2353516;7/31/2020 9:59:05 AM.074;23.2851562;7/31/2020 9:59:05 AM.106;3.2237854;
7/31/2020 9:59:14 AM.976;13.9124298;7/31/2020 9:59:15 AM.005;10.7194786;7/31/2020 9:59:15 AM.037;23.2548828;7/31/2020 9:59:15 AM.069;23.265625;7/31/2020 9:59:15 AM.101;3.1984367;
7/31/2020 9:59:24 AM.976;13.9190674;7/31/2020 9:59:25 AM.001;10.7151299;7/31/2020 9:59:25 AM.033;23.2548828;7/31/2020 9:59:25 AM.064;23.2851562;7/31/2020 9:59:25 AM.096;3.2084846;
7/31/2020 9:59:34 AM.975;13.9108887;7/31/2020 9:59:35 AM.012;10.7179146;7/31/2020 9:59:35 AM.044;23.2548828;7/31/2020 9:59:35 AM.076;23.265625;7/31/2020 9:59:35 AM.108;3.2007256;
7/31/2020 9:59:44 AM.976;13.8907623;7/31/2020 9:59:45 AM.008;10.7132072;7/31/2020 9:59:45 AM.040;23.2548828;7/31/2020 9:59:45 AM.072;23.3046875;7/31/2020 9:59:45 AM.104;3.1868782;
7/31/2020 9:59:54 AM.976;13.8961601;7/31/2020 9:59:55 AM.003;10.7168159;7/31/2020 9:59:55 AM.035;23.2353516;7/31/2020 9:59:55 AM.067;23.2851562;7/31/2020 9:59:55 AM.099;3.1822357;
7/31/2020 10:00:04 AM.977;13.9120255;7/31/2020 10:00:05 AM.014;10.7113838;7/31/2020 10:00:05 AM.050;23.2548828;7/31/2020 10:00:05 AM.079;23.3046875;7/31/2020 10:00:05 AM.110;3.1900368;
7/31/2020 10:00:14 AM.977;13.9135437;7/31/2020 10:00:15 AM.010;10.715519;7/31/2020 10:00:15 AM.042;23.2548828;7/31/2020 10:00:15 AM.074;23.2851562;7/31/2020 10:00:15 AM.106;3.1729622;
7/31/2020 10:00:24 AM.976;13.9044418;7/31/2020 10:00:25 AM.006;10.7132225;7/31/2020 10:00:25 AM.038;23.2548828;7/31/2020 10:00:25 AM.070;23.2851562;7/31/2020 10:00:25 AM.101;3.1814308;
7/31/2020 10:00:34 AM.976;13.8951988;7/31/2020 10:00:35 AM.002;10.7079659;7/31/2020 10:00:35 AM.033;23.2744141;7/31/2020 10:00:35 AM.065;23.3242188;7/31/2020 10:00:35 AM.097;3.1910858;
7/31/2020 10:00:44 AM.976;13.9042778;7/31/2020 10:00:45 AM.012;10.7062111;7/31/2020 10:00:45 AM.044;23.2949219;7/31/2020 10:00:45 AM.076;23.2851562;7/31/2020 10:00:45 AM.108;3.202095;
7/31/2020 10:00:54 AM.976;13.887722;7/31/2020 10:00:55 AM.008;10.7065315;7/31/2020 10:00:55 AM.040;23.2949219;7/31/2020 10:00:55 AM.072;23.3046875;7/31/2020 10:00:55 AM.104;3.1902542;
7/31/2020 10:01:04 AM.977;13.8917389;7/31/2020 10:01:05 AM.003;10.7072334;7/31/2020 10:01:05 AM.035;23.2548828;7/31/2020 10:01:05 AM.067;23.3242188;7/31/2020 10:01:05 AM.099;3.1907082;
7/31/2020 10:01:14 AM.977;13.874073;7/31/2020 10:01:15 AM.000;10.7048378;7/31/2020 10:01:15 AM.030;23.2744141;7/31/2020 10:01:15 AM.062;23.3242188;7/31/2020 10:01:15 AM.094;3.1671524;
7/31/2020 10:01:24 AM.977;13.8821602;7/31/2020 10:01:25 AM.010;10.7056847;7/31/2020 10:01:25 AM.042;23.2744141;7/31/2020 10:01:25 AM.074;23.3046875;7/31/2020 10:01:25 AM.106;3.1691818;
7/31/2020 10:01:34 AM.978;13.8842049;7/31/2020 10:01:35 AM.005;10.7041512;7/31/2020 10:01:35 AM.037;23.2949219;7/31/2020 10:01:35 AM.069;23.3046875;7/31/2020 10:01:35 AM.101;3.1806183;
7/31/2020 10:01:44 AM.978;13.8670006;7/31/2020 10:01:45 AM.001;10.7030449;7/31/2020 10:01:45 AM.033;23.2744141;7/31/2020 10:01:45 AM.065;23.3242188;7/31/2020 10:01:45 AM.097;3.1736069;
7/31/2020 10:01:54 AM.978;13.8579979;7/31/2020 10:01:55 AM.012;10.7021675;7/31/2020 10:01:55 AM.044;23.2949219;7/31/2020 10:01:55 AM.076;23.3046875;7/31/2020 10:01:55 AM.108;3.1666946;
7/31/2020 10:02:04 AM.978;13.8680534;7/31/2020 10:02:05 AM.008;10.7011681;7/31/2020 10:02:05 AM.040;23.2949219;7/31/2020 10:02:05 AM.072;23.3242188;7/31/2020 10:02:05 AM.103;3.1749573;
7/31/2020 10:02:14 AM.978;13.8792686;7/31/2020 10:02:15 AM.003;10.7001686;7/31/2020 10:02:15 AM.035;23.2949219;7/31/2020 10:02:15 AM.067;23.3046875;7/31/2020 10:02:15 AM.099;3.1741028;
7/31/2020 10:02:24 AM.979;13.8809319;7/31/2020 10:02:25 AM.014;10.6956749;7/31/2020 10:02:25 AM.046;23.2949219;7/31/2020 10:02:25 AM.078;23.3242188;7/31/2020 10:02:25 AM.110;3.1648331;
7/31/2020 10:02:34 AM.979;13.8576851;7/31/2020 10:02:35 AM.009;10.6983681;7/31/2020 10:02:35 AM.042;23.2949219;7/31/2020 10:02:35 AM.073;23.3242188;7/31/2020 10:02:35 AM.106;3.1328964;
7/31/2020 10:02:44 AM.979;13.8482475;7/31/2020 10:02:45 AM.006;10.6956673;7/31/2020 10:02:45 AM.037;23.2949219;7/31/2020 10:02:45 AM.069;23.3046875;7/31/2020 10:02:45 AM.101;3.1506729;
7/31/2020 10:02:54 AM.979;13.8617668;7/31/2020 10:02:55 AM.002;10.6918869;7/31/2020 10:02:55 AM.032;23.2744141;7/31/2020 10:02:55 AM.064;23.3476562;7/31/2020 10:02:55 AM.097;3.1785088;
7/31/2020 10:03:04 AM.979;13.8491974;7/31/2020 10:03:05 AM.012;10.6972771;7/31/2020 10:03:05 AM.044;23.3144531;7/31/2020 10:03:05 AM.076;23.3242188;7/31/2020 10:03:05 AM.108;3.1600227;
7/31/2020 10:03:14 AM.979;13.832325;7/31/2020 10:03:15 AM.008;10.6911011;7/31/2020 10:03:15 AM.040;23.2949219;7/31/2020 10:03:15 AM.072;23.3476562;7/31/2020 10:03:15 AM.104;3.1499596;
7/31/2020 10:03:24 AM.979;13.8452415;7/31/2020 10:03:25 AM.003;10.6908379;7/31/2020 10:03:25 AM.035;23.2949219;7/31/2020 10:03:25 AM.067;23.3242188;7/31/2020 10:03:25 AM.099;3.1625366;
7/31/2020 10:03:34 AM.980;13.8530731;7/31/2020 10:03:35 AM.015;10.6882591;7/31/2020 10:03:35 AM.047;23.3144531;7/31/2020 10:03:35 AM.089;23.3671875;7/31/2020 10:03:35 AM.112;3.1632271;
7/31/2020 10:03:44 AM.979;13.8510208;7/31/2020 10:03:45 AM.010;10.688221;7/31/2020 10:03:45 AM.042;23.3144531;7/31/2020 10:03:45 AM.074;23.3671875;7/31/2020 10:03:45 AM.106;3.1500664;
7/31/2020 10:03:54 AM.980;13.8273964;7/31/2020 10:03:55 AM.006;10.6904945;7/31/2020 10:03:55 AM.038;23.3334961;7/31/2020 10:03:55 AM.069;23.3242188;7/31/2020 10:03:55 AM.101;3.1477356;
7/31/2020 10:04:04 AM.979;13.8413811;7/31/2020 10:04:05 AM.002;10.6887474;7/31/2020 10:04:05 AM.033;23.3334961;7/31/2020 10:04:05 AM.065;23.3242188;7/31/2020 10:04:05 AM.097;3.1442719;
7/31/2020 10:04:14 AM.980;13.8233986;7/31/2020 10:04:15 AM.012;10.6848526;7/31/2020 10:04:15 AM.045;23.2744141;7/31/2020 10:04:15 AM.076;23.3476562;7/31/2020 10:04:15 AM.108;3.1406593;
7/31/2020 10:04:24 AM.979;13.8204041;7/31/2020 10:04:25 AM.008;10.6864014;7/31/2020 10:04:25 AM.040;23.3144531;7/31/2020 10:04:25 AM.072;23.3476562;7/31/2020 10:04:25 AM.104;3.1386871;
7/31/2020 10:04:34 AM.979;13.822464;7/31/2020 10:04:35 AM.004;10.6856689;7/31/2020 10:04:35 AM.035;23.3144531;7/31/2020 10:04:35 AM.076;23.3476562;7/31/2020 10:04:35 AM.099;3.1517029;
7/31/2020 10:04:44 AM.979;13.8195229;7/31/2020 10:04:45 AM.014;10.6827888;7/31/2020 10:04:45 AM.047;23.3334961;7/31/2020 10:04:45 AM.078;23.3671875;7/31/2020 10:04:45 AM.110;3.1417313;
7/31/2020 10:04:54 AM.979;13.823761;7/31/2020 10:04:55 AM.010;10.6824188;7/31/2020 10:04:55 AM.042;23.3144531;7/31/2020 10:04:55 AM.074;23.3476562;7/31/2020 10:04:55 AM.106;3.144249;
7/31/2020 10:05:04 AM.980;13.8409996;7/31/2020 10:05:05 AM.001;10.6810226;7/31/2020 10:05:05 AM.032;23.3334961;7/31/2020 10:05:05 AM.064;23.3476562;7/31/2020 10:05:05 AM.096;3.1524162;
7/31/2020 10:05:14 AM.980;13.8328896;7/31/2020 10:05:15 AM.011;10.6808128;7/31/2020 10:05:15 AM.043;23.3544922;7/31/2020 10:05:15 AM.075;23.3671875;7/31/2020 10:05:15 AM.107;3.1486282;
7/31/2020 10:05:24 AM.980;13.84095;7/31/2020 10:05:25 AM.007;10.6794052;7/31/2020 10:05:25 AM.039;23.3144531;7/31/2020 10:05:25 AM.071;23.3476562;7/31/2020 10:05:25 AM.103;3.1680222;
7/31/2020 10:05:34 AM.980;13.8146973;7/31/2020 10:05:35 AM.003;10.6752396;7/31/2020 10:05:35 AM.034;23.3144531;7/31/2020 10:05:35 AM.066;23.3476562;7/31/2020 10:05:35 AM.098;3.1467056;
7/31/2020 10:05:44 AM.979;13.799572;7/31/2020 10:05:45 AM.014;10.67696;7/31/2020 10:05:45 AM.046;23.3334961;7/31/2020 10:05:45 AM.078;23.3671875;7/31/2020 10:05:45 AM.110;3.1246796;
7/31/2020 10:05:54 AM.980;13.8177986;7/31/2020 10:05:55 AM.010;10.6771774;7/31/2020 10:05:55 AM.042;23.3334961;7/31/2020 10:05:55 AM.073;23.3476562;7/31/2020 10:05:55 AM.105;3.1339836;
7/31/2020 10:06:04 AM.979;13.8261833;7/31/2020 10:06:05 AM.005;10.6772461;7/31/2020 10:06:05 AM.037;23.3544922;7/31/2020 10:06:05 AM.069;23.3476562;7/31/2020 10:06:05 AM.101;3.1403084;
7/31/2020 10:06:14 AM.980;13.8231621;7/31/2020 10:06:15 AM.016;10.6747322;7/31/2020 10:06:15 AM.048;23.3334961;7/31/2020 10:06:15 AM.080;23.3671875;7/31/2020 10:06:15 AM.112;3.1267853;
7/31/2020 10:06:24 AM.980;13.8163795;7/31/2020 10:06:25 AM.012;10.671196;7/31/2020 10:06:25 AM.044;23.3544922;7/31/2020 10:06:25 AM.076;23.3476562;7/31/2020 10:06:25 AM.108;3.134243;
7/31/2020 10:06:34 AM.981;13.8127632;7/31/2020 10:06:35 AM.008;10.6727715;7/31/2020 10:06:35 AM.040;23.3334961;7/31/2020 10:06:35 AM.071;23.3671875;7/31/2020 10:06:35 AM.103;3.1427383;
7/31/2020 10:06:44 AM.981;13.8263664;7/31/2020 10:06:45 AM.003;10.6714478;7/31/2020 10:06:45 AM.035;23.3334961;7/31/2020 10:06:45 AM.066;23.3476562;7/31/2020 10:06:45 AM.098;3.1623344;
7/31/2020 10:06:54 AM.981;13.8276787;7/31/2020 10:06:55 AM.014;10.6706352;7/31/2020 10:06:55 AM.046;23.3544922;7/31/2020 10:06:55 AM.078;23.3671875;7/31/2020 10:06:55 AM.109;3.1642685;
7/31/2020 10:07:04 AM.981;13.8094826;7/31/2020 10:07:05 AM.009;10.669857;7/31/2020 10:07:05 AM.041;23.3334961;7/31/2020 10:07:05 AM.073;23.3671875;7/31/2020 10:07:05 AM.105;3.1382065;
7/31/2020 10:07:14 AM.981;13.79179;7/31/2020 10:07:15 AM.005;10.669239;7/31/2020 10:07:15 AM.037;23.3544922;7/31/2020 10:07:15 AM.069;23.3242188;7/31/2020 10:07:15 AM.100;3.1203384;
7/31/2020 10:07:24 AM.981;13.8007393;7/31/2020 10:07:25 AM.016;10.6690674;7/31/2020 10:07:25 AM.048;23.3334961;7/31/2020 10:07:25 AM.080;23.3476562;7/31/2020 10:07:25 AM.112;3.1330986;
7/31/2020 10:07:34 AM.982;13.8083115;7/31/2020 10:07:35 AM.012;10.6663399;7/31/2020 10:07:35 AM.043;23.3144531;7/31/2020 10:07:35 AM.076;23.3671875;7/31/2020 10:07:35 AM.108;3.1433144;
7/31/2020 10:07:44 AM.982;13.788662;7/31/2020 10:07:45 AM.007;10.6668892;7/31/2020 10:07:45 AM.039;23.3544922;7/31/2020 10:07:45 AM.071;23.3671875;7/31/2020 10:07:45 AM.103;3.1332016;
7/31/2020 10:07:54 AM.983;13.7750664;7/31/2020 10:07:55 AM.018;10.6649818;7/31/2020 10:07:55 AM.050;23.3544922;7/31/2020 10:07:55 AM.082;23.3671875;7/31/2020 10:07:55 AM.115;3.1185226;
7/31/2020 10:08:04 AM.983;13.7872276;7/31/2020 10:08:05 AM.014;10.6655807;7/31/2020 10:08:05 AM.046;23.3544922;7/31/2020 10:08:05 AM.078;23.3476562;7/31/2020 10:08:05 AM.110;3.1190758;
7/31/2020 10:08:14 AM.983;13.8063927;7/31/2020 10:08:15 AM.010;10.6634331;7/31/2020 10:08:15 AM.042;23.3544922;7/31/2020 10:08:15 AM.074;23.3671875;7/31/2020 10:08:15 AM.106;3.1352005;
7/31/2020 10:08:24 AM.983;13.8318443;7/31/2020 10:08:25 AM.006;10.662693;7/31/2020 10:08:25 AM.037;23.3544922;7/31/2020 10:08:25 AM.069;23.3867188;7/31/2020 10:08:25 AM.101;3.1552505;
7/31/2020 10:08:34 AM.983;13.8022804;7/31/2020 10:08:35 AM.016;10.6631775;7/31/2020 10:08:35 AM.048;23.3544922;7/31/2020 10:08:35 AM.081;23.3476562;7/31/2020 10:08:35 AM.112;3.1300545;
7/31/2020 10:08:44 AM.983;13.7897606;7/31/2020 10:08:45 AM.012;10.6628418;7/31/2020 10:08:45 AM.044;23.3544922;7/31/2020 10:08:45 AM.076;23.3476562;7/31/2020 10:08:45 AM.108;3.1278648;
7/31/2020 10:08:54 AM.982;13.7876854;7/31/2020 10:08:55 AM.008;10.6608543;7/31/2020 10:08:55 AM.039;23.3334961;7/31/2020 10:08:55 AM.071;23.3671875;7/31/2020 10:08:55 AM.103;3.1317596;
7/31/2020 10:09:04 AM.982;13.7930527;7/31/2020 10:09:05 AM.018;10.6568413;7/31/2020 10:09:05 AM.050;23.394043;7/31/2020 10:09:05 AM.082;23.3671875;7/31/2020 10:09:05 AM.119;3.1432838;
7/31/2020 10:09:14 AM.983;13.7872276;7/31/2020 10:09:15 AM.014;10.6575508;7/31/2020 10:09:15 AM.046;23.3334961;7/31/2020 10:09:15 AM.078;23.3867188;7/31/2020 10:09:15 AM.110;3.1359558;
7/31/2020 10:09:24 AM.983;13.7791214;7/31/2020 10:09:25 AM.010;10.6569328;7/31/2020 10:09:25 AM.041;23.3735352;7/31/2020 10:09:25 AM.073;23.40625;7/31/2020 10:09:25 AM.105;3.1253929;
7/31/2020 10:09:34 AM.982;13.7869415;7/31/2020 10:09:35 AM.005;10.6557274;7/31/2020 10:09:35 AM.036;23.3735352;7/31/2020 10:09:35 AM.069;23.3867188;7/31/2020 10:09:35 AM.100;3.1280632;
7/31/2020 10:09:44 AM.982;13.7867126;7/31/2020 10:09:45 AM.016;10.6552773;7/31/2020 10:09:45 AM.048;23.3735352;7/31/2020 10:09:45 AM.080;23.3867188;7/31/2020 10:09:45 AM.112;3.1261864;
7/31/2020 10:09:54 AM.981;13.7940254;7/31/2020 10:09:55 AM.012;10.6550255;7/31/2020 10:09:55 AM.043;23.3334961;7/31/2020 10:09:55 AM.075;23.3671875;7/31/2020 10:09:55 AM.108;3.1474762;
7/31/2020 10:10:04 AM.981;13.7993279;7/31/2020 10:10:05 AM.007;10.6524544;7/31/2020 10:10:05 AM.039;23.3544922;7/31/2020 10:10:05 AM.071;23.3867188;7/31/2020 10:10:05 AM.103;3.1600189;
7/31/2020 10:10:14 AM.980;13.7868347;7/31/2020 10:10:15 AM.003;10.6526222;7/31/2020 10:10:15 AM.035;23.3735352;7/31/2020 10:10:15 AM.067;23.3867188;7/31/2020 10:10:15 AM.098;3.1420708;
7/31/2020 10:10:24 AM.981;13.7889214;7/31/2020 10:10:25 AM.014;10.6511116;7/31/2020 10:10:25 AM.046;23.3544922;7/31/2020 10:10:25 AM.078;23.3867188;7/31/2020 10:10:25 AM.110;3.1303024;
7/31/2020 10:10:34 AM.980;13.7866516;7/31/2020 10:10:35 AM.009;10.6529503;7/31/2020 10:10:35 AM.041;23.3735352;7/31/2020 10:10:35 AM.073;23.3671875;7/31/2020 10:10:35 AM.105;3.1179695;
7/31/2020 10:10:44 AM.980;13.7830467;7/31/2020 10:10:45 AM.005;10.6479759;7/31/2020 10:10:45 AM.037;23.3544922;7/31/2020 10:10:45 AM.069;23.3867188;7/31/2020 10:10:45 AM.101;3.1272812;
7/31/2020 10:10:54 AM.981;13.7987709;7/31/2020 10:10:55 AM.016;10.6519203;7/31/2020 10:10:55 AM.050;23.3544922;7/31/2020 10:10:55 AM.080;23.3867188;7/31/2020 10:10:55 AM.112;3.1422348;
7/31/2020 10:11:04 AM.981;13.7757645;7/31/2020 10:11:05 AM.011;10.6463966;7/31/2020 10:11:05 AM.043;23.394043;7/31/2020 10:11:05 AM.075;23.3867188;7/31/2020 10:11:05 AM.107;3.1305504;
7/31/2020 10:11:14 AM.981;13.7710342;7/31/2020 10:11:15 AM.007;10.6508369;7/31/2020 10:11:15 AM.038;23.394043;7/31/2020 10:11:15 AM.070;23.3867188;7/31/2020 10:11:15 AM.102;3.1323509;
7/31/2020 10:11:24 AM.982;13.7913361;7/31/2020 10:11:25 AM.017;10.6512413;7/31/2020 10:11:25 AM.050;23.3735352;7/31/2020 10:11:25 AM.082;23.3671875;7/31/2020 10:11:25 AM.114;3.1537971;
7/31/2020 10:11:34 AM.982;13.8069;7/31/2020 10:11:35 AM.013;10.6481743;7/31/2020 10:11:35 AM.045;23.3735352;7/31/2020 10:11:35 AM.077;23.3671875;7/31/2020 10:11:35 AM.110;3.1629601;
7/31/2020 10:11:44 AM.983;13.7956085;7/31/2020 10:11:45 AM.009;10.6455193;7/31/2020 10:11:45 AM.041;23.394043;7/31/2020 10:11:45 AM.073;23.40625;7/31/2020 10:11:45 AM.105;3.1474266;
7/31/2020 10:11:54 AM.984;13.7780457;7/31/2020 10:11:55 AM.020;10.6468925;7/31/2020 10:11:55 AM.058;23.3735352;7/31/2020 10:11:55 AM.084;23.3867188;7/31/2020 10:11:55 AM.116;3.1231422;
7/31/2020 10:12:04 AM.983;13.7638779;7/31/2020 10:12:05 AM.016;10.6447945;7/31/2020 10:12:05 AM.048;23.394043;7/31/2020 10:12:05 AM.080;23.40625;7/31/2020 10:12:05 AM.112;3.1158791;
7/31/2020 10:12:14 AM.983;13.7765961;7/31/2020 10:12:15 AM.012;10.6452217;7/31/2020 10:12:15 AM.043;23.394043;7/31/2020 10:12:15 AM.076;23.3867188;7/31/2020 10:12:15 AM.107;3.1413155;
7/31/2020 10:12:24 AM.983;13.7780571;7/31/2020 10:12:25 AM.008;10.6464729;7/31/2020 10:12:25 AM.039;23.4135742;7/31/2020 10:12:25 AM.071;23.3867188;7/31/2020 10:12:25 AM.103;3.1420288;
7/31/2020 10:12:34 AM.982;13.7659645;7/31/2020 10:12:35 AM.018;10.6423988;7/31/2020 10:12:35 AM.050;23.4135742;7/31/2020 10:12:35 AM.082;23.40625;7/31/2020 10:12:35 AM.114;3.125145;
7/31/2020 10:12:44 AM.981;13.767662;7/31/2020 10:12:45 AM.014;10.6434441;7/31/2020 10:12:45 AM.046;23.3735352;7/31/2020 10:12:45 AM.078;23.3867188;7/31/2020 10:12:45 AM.110;3.1156273;
7/31/2020 10:12:54 AM.981;13.7962418;7/31/2020 10:12:55 AM.010;10.6425285;7/31/2020 10:12:55 AM.052;23.3735352;7/31/2020 10:12:55 AM.074;23.40625;7/31/2020 10:12:55 AM.105;3.1412239;
7/31/2020 10:13:04 AM.982;13.8043747;7/31/2020 10:13:05 AM.005;10.6408348;7/31/2020 10:13:05 AM.037;23.394043;7/31/2020 10:13:05 AM.068;23.40625;7/31/2020 10:13:05 AM.100;3.1549187;
7/31/2020 10:13:14 AM.982;13.7980728;7/31/2020 10:13:15 AM.016;10.64188;7/31/2020 10:13:15 AM.048;23.3735352;7/31/2020 10:13:15 AM.080;23.40625;7/31/2020 10:13:15 AM.112;3.1521492;
7/31/2020 10:13:24 AM.983;13.7700119;7/31/2020 10:13:25 AM.012;10.6372337;7/31/2020 10:13:25 AM.044;23.394043;7/31/2020 10:13:25 AM.075;23.4375;7/31/2020 10:13:25 AM.107;3.1392784;
7/31/2020 10:13:34 AM.983;13.7616653;7/31/2020 10:13:35 AM.007;10.637989;7/31/2020 10:13:35 AM.039;23.394043;7/31/2020 10:13:35 AM.071;23.4375;7/31/2020 10:13:35 AM.103;3.1349373;
7/31/2020 10:13:44 AM.984;13.7701263;7/31/2020 10:13:45 AM.018;10.6378136;7/31/2020 10:13:45 AM.050;23.394043;7/31/2020 10:13:45 AM.082;23.40625;7/31/2020 10:13:45 AM.114;3.1382942;
7/31/2020 10:13:54 AM.983;13.7755089;7/31/2020 10:13:55 AM.014;10.6383095;7/31/2020 10:13:55 AM.046;23.4135742;7/31/2020 10:13:55 AM.078;23.40625;7/31/2020 10:13:55 AM.110;3.1376953;
7/31/2020 10:14:04 AM.984;13.7615585;7/31/2020 10:14:05 AM.010;10.6383934;7/31/2020 10:14:05 AM.041;23.394043;7/31/2020 10:14:05 AM.073;23.3671875;7/31/2020 10:14:05 AM.105;3.1188393;
7/31/2020 10:14:14 AM.984;13.763195;7/31/2020 10:14:15 AM.020;10.637394;7/31/2020 10:14:15 AM.053;23.4135742;7/31/2020 10:14:15 AM.084;23.40625;7/31/2020 10:14:15 AM.117;3.1236496;
7/31/2020 10:14:24 AM.985;13.7792587;7/31/2020 10:14:25 AM.016;10.631588;7/31/2020 10:14:25 AM.047;23.394043;7/31/2020 10:14:25 AM.079;23.4570312;7/31/2020 10:14:25 AM.111;3.1476173;
7/31/2020 10:14:34 AM.984;13.7799034;7/31/2020 10:14:35 AM.011;10.6360435;7/31/2020 10:14:35 AM.043;23.4135742;7/31/2020 10:14:35 AM.075;23.4375;7/31/2020 10:14:35 AM.107;3.152359;
7/31/2020 10:14:44 AM.984;13.7723579;7/31/2020 10:14:45 AM.006;10.6323433;7/31/2020 10:14:45 AM.038;23.4135742;7/31/2020 10:14:45 AM.070;23.40625;7/31/2020 10:14:45 AM.102;3.1453934;
7/31/2020 10:14:54 AM.984;13.775547;7/31/2020 10:14:55 AM.017;10.633007;7/31/2020 10:14:55 AM.049;23.4135742;7/31/2020 10:14:55 AM.081;23.4375;7/31/2020 10:14:55 AM.113;3.1419296;
7/31/2020 10:15:04 AM.984;13.7790565;7/31/2020 10:15:05 AM.013;10.6343193;7/31/2020 10:15:05 AM.044;23.4135742;7/31/2020 10:15:05 AM.076;23.4375;7/31/2020 10:15:05 AM.108;3.1274338;
7/31/2020 10:15:14 AM.984;13.7682724;7/31/2020 10:15:15 AM.009;10.6327782;7/31/2020 10:15:15 AM.040;23.394043;7/31/2020 10:15:15 AM.072;23.4375;7/31/2020 10:15:15 AM.104;3.1251869;
7/31/2020 10:15:24 AM.984;13.7714157;7/31/2020 10:15:25 AM.019;10.6307106;7/31/2020 10:15:25 AM.052;23.3735352;7/31/2020 10:15:25 AM.084;23.4375;7/31/2020 10:15:25 AM.115;3.1319084;
7/31/2020 10:15:34 AM.984;13.7756844;7/31/2020 10:15:35 AM.021;10.6307945;7/31/2020 10:15:35 AM.053;23.4135742;7/31/2020 10:15:35 AM.085;23.4375;7/31/2020 10:15:35 AM.117;3.1453476;
7/31/2020 10:15:44 AM.984;13.7661247;7/31/2020 10:15:45 AM.017;10.6281242;7/31/2020 10:15:45 AM.049;23.4135742;7/31/2020 10:15:45 AM.081;23.4570312;7/31/2020 10:15:45 AM.113;3.1444855;
7/31/2020 10:15:54 AM.984;13.7650795;7/31/2020 10:15:55 AM.013;10.6291466;7/31/2020 10:15:55 AM.044;23.4135742;7/31/2020 10:15:55 AM.076;23.4570312;7/31/2020 10:15:55 AM.108;3.1463318;
7/31/2020 10:16:04 AM.984;13.7760353;7/31/2020 10:16:05 AM.019;10.6311531;7/31/2020 10:16:05 AM.053;23.4135742;7/31/2020 10:16:05 AM.083;23.40625;7/31/2020 10:16:05 AM.116;3.1497803;
7/31/2020 10:16:14 AM.984;13.7838707;7/31/2020 10:16:15 AM.015;10.6268044;7/31/2020 10:16:15 AM.047;23.4335938;7/31/2020 10:16:15 AM.079;23.4570312;7/31/2020 10:16:15 AM.111;3.1562576;
7/31/2020 10:16:24 AM.984;13.789669;7/31/2020 10:16:25 AM.011;10.627346;7/31/2020 10:16:25 AM.043;23.4335938;7/31/2020 10:16:25 AM.074;23.4375;7/31/2020 10:16:25 AM.106;3.1567764;
7/31/2020 10:16:34 AM.984;13.7694359;7/31/2020 10:16:35 AM.007;10.6278648;7/31/2020 10:16:35 AM.038;23.4135742;7/31/2020 10:16:35 AM.070;23.4570312;7/31/2020 10:16:35 AM.102;3.1397247;
7/31/2020 10:16:44 AM.985;13.7495537;7/31/2020 10:16:45 AM.017;10.6275368;7/31/2020 10:16:45 AM.049;23.4135742;7/31/2020 10:16:45 AM.081;23.4375;7/31/2020 10:16:45 AM.113;3.1267624;
7/31/2020 10:16:54 AM.985;13.7565651;7/31/2020 10:16:55 AM.018;10.6229935;7/31/2020 10:16:55 AM.050;23.4135742;7/31/2020 10:16:55 AM.082;23.46875;7/31/2020 10:16:55 AM.114;3.1438408;
7/31/2020 10:17:04 AM.986;13.7729378;7/31/2020 10:17:05 AM.013;10.6236649;7/31/2020 10:17:05 AM.045;23.4335938;7/31/2020 10:17:05 AM.077;23.46875;7/31/2020 10:17:05 AM.109;3.1553535;
7/31/2020 10:17:14 AM.986;13.7684669;7/31/2020 10:17:15 AM.009;10.623745;7/31/2020 10:17:15 AM.040;23.4135742;7/31/2020 10:17:15 AM.072;23.4570312;7/31/2020 10:17:15 AM.105;3.1374283;
7/31/2020 10:17:24 AM.986;13.7625542;7/31/2020 10:17:25 AM.010;10.6247597;7/31/2020 10:17:25 AM.041;23.4335938;7/31/2020 10:17:25 AM.073;23.4570312;7/31/2020 10:17:25 AM.107;3.1221542;
7/31/2020 10:17:34 AM.986;13.7685852;7/31/2020 10:17:35 AM.021;10.6256752;7/31/2020 10:17:35 AM.053;23.394043;7/31/2020 10:17:35 AM.085;23.4375;7/31/2020 10:17:35 AM.117;3.1276131;
